log2_x,count,native_sin,native_cos,std_sin,std_cos
-103,16777216,1.479114139e-31,0.000000000e+00,0.000000000e+00,0.000000000e+00
-102,16777216,2.958228277e-31,0.000000000e+00,0.000000000e+00,0.000000000e+00
-101,16777216,5.916456554e-31,0.000000000e+00,0.000000000e+00,0.000000000e+00
-100,16777216,1.183291311e-30,0.000000000e+00,0.000000000e+00,0.000000000e+00
-99,16777216,2.366582622e-30,0.000000000e+00,0.000000000e+00,0.000000000e+00
-98,16777216,4.733165243e-30,0.000000000e+00,0.000000000e+00,0.000000000e+00
-97,16777216,9.466330486e-30,0.000000000e+00,0.000000000e+00,0.000000000e+00
-96,16777216,1.893266097e-29,0.000000000e+00,0.000000000e+00,0.000000000e+00
-95,16777216,3.786532195e-29,0.000000000e+00,0.000000000e+00,0.000000000e+00
-94,16777216,7.573064389e-29,0.000000000e+00,0.000000000e+00,0.000000000e+00
-93,16777216,1.514612878e-28,0.000000000e+00,0.000000000e+00,0.000000000e+00
-92,16777216,3.029225756e-28,0.000000000e+00,0.000000000e+00,0.000000000e+00
-91,16777216,6.058451511e-28,0.000000000e+00,0.000000000e+00,0.000000000e+00
-90,16777216,1.211690302e-27,0.000000000e+00,0.000000000e+00,0.000000000e+00
-89,16777216,2.423380605e-27,0.000000000e+00,0.000000000e+00,0.000000000e+00
-88,16777216,4.846761209e-27,0.000000000e+00,0.000000000e+00,0.000000000e+00
-87,16777216,9.693522418e-27,0.000000000e+00,0.000000000e+00,0.000000000e+00
-86,16777216,1.938704484e-26,0.000000000e+00,0.000000000e+00,0.000000000e+00
-85,16777216,3.877408967e-26,0.000000000e+00,0.000000000e+00,0.000000000e+00
-84,16777216,7.754817935e-26,0.000000000e+00,0.000000000e+00,0.000000000e+00
-83,16777216,1.550963587e-25,0.000000000e+00,0.000000000e+00,0.000000000e+00
-82,16777216,3.101927174e-25,0.000000000e+00,0.000000000e+00,0.000000000e+00
-81,16777216,6.203854348e-25,0.000000000e+00,0.000000000e+00,0.000000000e+00
-80,16777216,1.240770870e-24,0.000000000e+00,0.000000000e+00,0.000000000e+00
-79,16777216,2.481541739e-24,0.000000000e+00,0.000000000e+00,0.000000000e+00
-78,16777216,4.963083478e-24,0.000000000e+00,0.000000000e+00,0.000000000e+00
-77,16777216,9.926166956e-24,0.000000000e+00,0.000000000e+00,0.000000000e+00
-76,16777216,1.985233391e-23,0.000000000e+00,0.000000000e+00,0.000000000e+00
-75,16777216,3.970466782e-23,0.000000000e+00,0.000000000e+00,0.000000000e+00
-74,16777216,7.940933565e-23,0.000000000e+00,0.000000000e+00,0.000000000e+00
-73,16777216,1.588186713e-22,0.000000000e+00,0.000000000e+00,0.000000000e+00
-72,16777216,3.176373426e-22,0.000000000e+00,0.000000000e+00,0.000000000e+00
-71,16777216,6.352746852e-22,0.000000000e+00,0.000000000e+00,0.000000000e+00
-70,16777216,1.270549370e-21,0.000000000e+00,0.000000000e+00,0.000000000e+00
-69,16777216,2.541098741e-21,0.000000000e+00,0.000000000e+00,0.000000000e+00
-68,16777216,5.082197482e-21,0.000000000e+00,0.000000000e+00,0.000000000e+00
-67,16777216,1.016439496e-20,0.000000000e+00,0.000000000e+00,0.000000000e+00
-66,16777216,2.032878993e-20,0.000000000e+00,0.000000000e+00,0.000000000e+00
-65,16777216,4.065757985e-20,0.000000000e+00,0.000000000e+00,0.000000000e+00
-64,16777216,8.131515971e-20,0.000000000e+00,0.000000000e+00,0.000000000e+00
-63,16777216,1.626303194e-19,0.000000000e+00,0.000000000e+00,0.000000000e+00
-62,16777216,3.252606388e-19,0.000000000e+00,0.000000000e+00,0.000000000e+00
-61,16777216,6.505212776e-19,0.000000000e+00,0.000000000e+00,0.000000000e+00
-60,16777216,1.301042555e-18,0.000000000e+00,0.000000000e+00,0.000000000e+00
-59,16777216,2.602085111e-18,0.000000000e+00,0.000000000e+00,0.000000000e+00
-58,16777216,5.204170221e-18,0.000000000e+00,0.000000000e+00,0.000000000e+00
-57,16777216,1.040834044e-17,0.000000000e+00,0.000000000e+00,0.000000000e+00
-56,16777216,2.081668088e-17,0.000000000e+00,0.000000000e+00,0.000000000e+00
-55,16777216,4.163336177e-17,0.000000000e+00,0.000000000e+00,0.000000000e+00
-54,16777216,8.326672354e-17,0.000000000e+00,0.000000000e+00,0.000000000e+00
-53,16777216,1.665334471e-16,0.000000000e+00,0.000000000e+00,0.000000000e+00
-52,16777216,3.330668942e-16,0.000000000e+00,0.000000000e+00,0.000000000e+00
-51,16777216,6.661337883e-16,0.000000000e+00,0.000000000e+00,0.000000000e+00
-50,16777216,1.332267577e-15,0.000000000e+00,0.000000000e+00,0.000000000e+00
-49,16777216,2.664535153e-15,0.000000000e+00,0.000000000e+00,0.000000000e+00
-48,16777216,5.329070306e-15,0.000000000e+00,0.000000000e+00,0.000000000e+00
-47,16777216,1.065814061e-14,0.000000000e+00,0.000000000e+00,0.000000000e+00
-46,16777216,2.131628123e-14,0.000000000e+00,0.000000000e+00,0.000000000e+00
-45,16777216,4.263256245e-14,0.000000000e+00,0.000000000e+00,0.000000000e+00
-44,16777216,8.526512490e-14,0.000000000e+00,0.000000000e+00,0.000000000e+00
-43,16777216,1.705302498e-13,0.000000000e+00,0.000000000e+00,0.000000000e+00
-42,16777216,3.410604996e-13,0.000000000e+00,0.000000000e+00,0.000000000e+00
-41,16777216,6.821209992e-13,0.000000000e+00,0.000000000e+00,0.000000000e+00
-40,16777216,1.364241998e-12,0.000000000e+00,0.000000000e+00,0.000000000e+00
-39,16777216,2.728483997e-12,0.000000000e+00,0.000000000e+00,0.000000000e+00
-38,16777216,5.456967994e-12,0.000000000e+00,0.000000000e+00,0.000000000e+00
-37,16777216,1.091393599e-11,0.000000000e+00,0.000000000e+00,0.000000000e+00
-36,16777216,2.182787198e-11,0.000000000e+00,0.000000000e+00,0.000000000e+00
-35,16777216,4.365574395e-11,0.000000000e+00,0.000000000e+00,0.000000000e+00
-34,16777216,8.731148790e-11,0.000000000e+00,0.000000000e+00,0.000000000e+00
-33,16777216,1.746229758e-10,0.000000000e+00,0.000000000e+00,0.000000000e+00
-32,16777216,3.492459516e-10,0.000000000e+00,0.000000000e+00,0.000000000e+00
-31,16777216,6.984919032e-10,0.000000000e+00,0.000000000e+00,0.000000000e+00
-30,16777216,1.396983806e-09,0.000000000e+00,0.000000000e+00,0.000000000e+00
-29,16777216,2.793967613e-09,0.000000000e+00,0.000000000e+00,0.000000000e+00
-28,16777216,5.587935226e-09,0.000000000e+00,0.000000000e+00,0.000000000e+00
-27,16777216,1.117587045e-08,6.503534851e-17,0.000000000e+00,6.503534851e-17
-26,16777216,2.235174090e-08,2.579367261e-16,1.845441086e-24,2.579367261e-16
-25,16777216,4.470348181e-08,1.035919720e-15,1.659733171e-23,1.035919720e-15
-24,16777216,8.940696361e-08,4.144760076e-15,1.323692167e-22,4.144760076e-15
-23,16777216,5.960281871e-08,1.657931113e-14,1.058800090e-21,1.657931113e-14
-22,16777216,5.960008327e-08,6.631731243e-14,8.470332884e-21,1.490117748e-08
-21,16777216,5.959461279e-08,2.652692666e-13,6.776263066e-20,7.450820849e-09
-20,16777216,5.958367339e-08,1.061077071e-12,5.421010267e-19,7.451392836e-09
-19,16777216,5.956180084e-08,4.244308281e-12,4.336808210e-18,1.117859975e-08
-18,16777216,5.951808070e-08,1.697723313e-11,3.469446564e-17,5.602327085e-09
-17,16777216,5.943110839e-08,6.790893253e-11,2.775557253e-16,8.431092485e-09
-16,16777216,5.925818062e-08,2.716357301e-10,2.220445802e-15,8.121262761e-09
-15,16777216,5.891625859e-08,1.086542920e-09,1.776356642e-14,8.154832714e-09
-14,16777216,5.824866233e-08,4.346171682e-09,1.421085313e-13,1.266987745e-08
-13,16777216,5.697619869e-08,1.738468667e-08,1.136868248e-12,2.391632698e-08
-12,16777216,5.466623841e-08,6.953874599e-08,8.236176611e-12,2.526273566e-08
-11,16777216,5.087154630e-08,2.781549730e-07,1.655942654e-11,2.500212133e-08
-10,16777216,4.583696842e-08,1.112619716e-06,3.013622121e-11,2.514754711e-08
-9,16777216,4.215832810e-08,4.450476043e-06,5.871690014e-11,2.506409868e-08
-8,16777216,4.753461885e-08,1.780185906e-05,1.166682268e-10,2.485150558e-08
-7,16777216,4.616164343e-08,1.289436825e-05,2.329548571e-10,2.480433938e-08
-6,16777216,4.948657442e-08,2.179659037e-05,4.657014646e-10,2.487013057e-08
-5,16777216,4.816986611e-08,7.759658063e-07,9.312607764e-10,2.474451617e-08
-4,16777216,4.834592483e-08,1.874683621e-08,1.862681636e-09,2.387874998e-08
-3,16777216,4.397415318e-08,2.202202644e-08,3.735908703e-09,2.222942198e-08
-2,16777216,3.859382796e-08,4.015645070e-08,7.549604879e-09,2.428266245e-08
-1,16777216,2.937073631e-08,6.148738818e-08,1.501784593e-08,1.964453326e-08
0,16777216,1.106615454e-06,4.615626141e-08,2.038212255e-08,8.216425906e-09
1,16777216,3.156598892e-08,5.669275085e-07,1.365469431e-08,1.910345017e-08
2,16777216,5.801932248e-07,2.928765979e-07,1.693906974e-08,1.405407672e-08
3,16777216,2.964247454e-07,4.399138993e-07,1.473198877e-08,1.635898309e-08
4,16777216,3.703344417e-07,3.668954294e-07,1.578459964e-08,1.528283387e-08
5,16777216,3.677196662e-07,3.690619628e-07,1.549727574e-08,1.568487885e-08
6,16777216,3.857076477e-07,3.683066392e-07,1.569441047e-08,1.540870107e-08
7,16777216,3.687710231e-07,3.769808216e-07,1.552183284e-08,1.560335012e-08
8,16777216,3.778515729e-07,3.738417805e-07,1.557538207e-08,1.556896635e-08
9,16777216,3.790375227e-07,3.787791104e-07,1.560349918e-08,1.560353933e-08
10,16777216,3.903393010e-07,3.905380861e-07,1.568483174e-08,1.567036375e-08
11,16777216,4.239358136e-07,4.240376369e-07,1.592266913e-08,1.591428754e-08
12,16777216,4.984269246e-07,4.983200199e-07,1.650000880e-08,1.650958311e-08
13,16777216,6.491404418e-07,6.492701119e-07,1.533416446e-08,1.532081666e-08
14,16777216,9.515534421e-07,9.515066187e-07,1.481765391e-08,1.482251741e-08
15,16777216,1.556348243e-06,1.556383682e-06,1.481908094e-08,1.482074788e-08
16,16777216,3.334424498e-01,3.339250478e-01,1.481007512e-08,1.481809460e-08
17,16777216,7.772402427e-01,7.774720848e-01,1.482118675e-08,1.482569592e-08
18,16777216,7.773943705e-01,7.767023462e-01,1.482005666e-08,1.481070735e-08
19,16777216,7.780450686e-01,7.782799221e-01,1.481053905e-08,1.482010733e-08
20,16777216,7.736292348e-01,7.782388172e-01,1.482434698e-08,1.482054012e-08
21,16777216,7.815112583e-01,7.780279821e-01,1.481716656e-08,1.481996218e-08
22,16777216,7.737921070e-01,7.754347044e-01,1.481650752e-08,1.481760758e-08
23,16777216,7.738947233e-01,7.736195991e-01,1.482865946e-08,1.482071268e-08
24,16777216,7.854955184e-01,7.742936983e-01,1.481315338e-08,1.481773997e-08
25,16777216,7.743343582e-01,7.787668775e-01,1.481851404e-08,1.482489284e-08
26,16777216,7.793595612e-01,7.759736708e-01,1.482076574e-08,1.482352681e-08
27,16777216,7.782485556e-01,7.773719030e-01,1.482299505e-08,1.481387351e-08
28,16777216,7.779398925e-01,7.774048777e-01,1.481864523e-08,1.481835276e-08
29,16777216,7.773779531e-01,7.774042455e-01,1.481569602e-08,1.481642148e-08
30,16777216,7.772532577e-01,7.772492478e-01,1.482345228e-08,1.481651587e-08
31,16777216,7.772380129e-01,7.777349548e-01,1.481993409e-08,1.482492617e-08
32,16777216,8.411198185e-01,7.409074766e-01,1.481997807e-08,1.481914937e-08
33,16777216,8.845352298e-01,7.293464151e-01,1.481500939e-08,1.481228047e-08
34,16777216,6.937320226e-01,7.910225669e-01,1.481575693e-08,1.482422350e-08
35,16777216,8.076117109e-01,7.463460030e-01,1.482230463e-08,1.481569566e-08
36,16777216,7.739449552e-01,8.147216747e-01,1.481939348e-08,1.481459746e-08
37,16777216,7.768614811e-01,7.931870777e-01,1.482284498e-08,1.482713587e-08
38,16777216,7.697672581e-01,7.747019993e-01,1.482122705e-08,1.481990803e-08
39,16777216,7.758930305e-01,7.727350943e-01,1.481550977e-08,1.481546249e-08
40,16777216,7.854960103e-01,7.742930111e-01,1.481741291e-08,1.482300853e-08
41,16777216,7.743340755e-01,7.787664102e-01,1.481911234e-08,1.481165615e-08
42,16777216,7.793586740e-01,7.759742503e-01,1.481445211e-08,1.481690586e-08
43,16777216,7.782484479e-01,7.773712278e-01,1.481428031e-08,1.482003427e-08
44,16777216,7.779390640e-01,7.774044560e-01,1.482274874e-08,1.481789270e-08
45,16777216,7.773781975e-01,7.774039840e-01,1.481502911e-08,1.482123601e-08
46,16777216,7.772540261e-01,7.772463726e-01,1.482418627e-08,1.481802026e-08
47,16777216,7.772382293e-01,7.777355282e-01,1.482542324e-08,1.482004233e-08
48,16777216,8.411189704e-01,7.409073634e-01,1.482164319e-08,1.481673471e-08
49,16777216,8.845353237e-01,7.293466389e-01,1.482076786e-08,1.482566717e-08
50,16777216,6.937313104e-01,7.910229928e-01,1.482333084e-08,1.482310060e-08
51,16777216,8.076111466e-01,7.463454732e-01,1.481713327e-08,1.481873183e-08
52,16777216,7.739453100e-01,8.147216514e-01,1.482299809e-08,1.481815240e-08
53,16777216,7.768615233e-01,7.931871889e-01,1.481936418e-08,1.481657012e-08
54,16777216,7.697668147e-01,7.747017283e-01,1.481829838e-08,1.482266659e-08
55,16777216,7.758932664e-01,7.727351239e-01,1.482782293e-08,1.481735953e-08
56,16777216,7.854956236e-01,7.742931463e-01,1.482410876e-08,1.481893522e-08
57,16777216,7.743341793e-01,7.787663753e-01,1.482241312e-08,1.482281781e-08
58,16777216,7.793588849e-01,7.759739596e-01,1.482017375e-08,1.481679488e-08
59,16777216,7.782489609e-01,7.773725664e-01,1.481849677e-08,1.481699765e-08
60,16777216,7.779400790e-01,7.774047268e-01,1.481826879e-08,1.481615752e-08
61,16777216,7.773777636e-01,7.774036081e-01,1.481876080e-08,1.481759855e-08
62,16777216,7.772529546e-01,7.772484609e-01,1.481789377e-08,1.481804117e-08
63,16777216,7.772382782e-01,7.777343238e-01,1.481782333e-08,1.481736219e-08
64,16777216,8.411178174e-01,7.409074547e-01,1.482434126e-08,1.482067746e-08
65,16777216,8.845352028e-01,7.293466167e-01,1.482052852e-08,1.482042504e-08
66,16777216,6.937315128e-01,7.910231480e-01,1.482364082e-08,1.482136980e-08
67,16777216,8.076116131e-01,7.463459346e-01,1.482167084e-08,1.481573918e-08
68,16777216,7.739449203e-01,8.147220644e-01,1.481447096e-08,1.482863095e-08
69,16777216,7.768615319e-01,7.931871982e-01,1.482858519e-08,1.481590719e-08
70,16777216,7.697705588e-01,7.747051088e-01,1.482027780e-08,1.482298760e-08
71,16777216,7.758912664e-01,7.727343210e-01,1.482386337e-08,1.481748012e-08
72,16777216,7.854957124e-01,7.742921936e-01,1.482528098e-08,1.481714983e-08
73,16777216,7.743345252e-01,7.787675319e-01,1.482495335e-08,1.481469389e-08
74,16777216,7.793599550e-01,7.759719195e-01,1.481770228e-08,1.482196746e-08
75,16777216,7.782493652e-01,7.773722626e-01,1.482177094e-08,1.481388053e-08
76,16777216,7.779402619e-01,7.774051499e-01,1.482046903e-08,1.481567018e-08
77,16777216,7.773796935e-01,7.774043779e-01,1.481822731e-08,1.482090909e-08
78,16777216,7.772538489e-01,7.772484269e-01,1.482672534e-08,1.482816980e-08
79,16777216,7.772368908e-01,7.777352538e-01,1.481822857e-08,1.481950824e-08
80,16777216,8.411235688e-01,7.409029934e-01,1.482499357e-08,1.481349631e-08
81,16777216,8.845352156e-01,7.293467457e-01,1.481774817e-08,1.481937444e-08
82,16777216,6.937313164e-01,7.910230680e-01,1.482368151e-08,1.481865410e-08
83,16777216,8.076112959e-01,7.463456135e-01,1.481601196e-08,1.481820320e-08
84,16777216,7.739450353e-01,8.147215658e-01,1.481420676e-08,1.481563041e-08
85,16777216,7.768612060e-01,7.931875918e-01,1.482004350e-08,1.481261078e-08
86,16777216,7.697681747e-01,7.747019939e-01,1.481538573e-08,1.482336187e-08
87,16777216,7.758938545e-01,7.727325164e-01,1.481723430e-08,1.482199939e-08
88,16777216,7.854855654e-01,7.742888791e-01,1.481833290e-08,1.482114462e-08
89,16777216,7.743264759e-01,7.787701310e-01,1.482070304e-08,1.481591240e-08
90,16777216,7.793633220e-01,7.759709366e-01,1.481717148e-08,1.482469970e-08
91,16777216,7.782483562e-01,7.773719229e-01,1.481768362e-08,1.481331438e-08
92,16777216,7.779400500e-01,7.774045378e-01,1.482362639e-08,1.481960284e-08
93,16777216,7.773779889e-01,7.774047184e-01,1.482127289e-08,1.481654020e-08
94,16777216,7.772519226e-01,7.772493154e-01,1.482174008e-08,1.481477643e-08
95,16777216,7.772374711e-01,7.777370993e-01,1.481784128e-08,1.481937628e-08
96,16777216,8.411220349e-01,7.409069032e-01,1.481928711e-08,1.481740666e-08
97,16777216,8.845349699e-01,7.293466820e-01,1.482363959e-08,1.481781091e-08
98,16777216,6.937313934e-01,7.910232246e-01,1.482026247e-08,1.481883679e-08
99,16777216,8.076113652e-01,7.463455340e-01,1.482181899e-08,1.482219777e-08
100,16777216,7.739451256e-01,8.147219842e-01,1.481697088e-08,1.482234372e-08
101,16777216,7.768617771e-01,7.931871958e-01,1.482371904e-08,1.481838320e-08
102,16777216,7.697662398e-01,7.747029012e-01,1.482201509e-08,1.481790587e-08
103,16777216,7.758933240e-01,7.727348311e-01,1.482185827e-08,1.481753113e-08
104,16777216,7.854954496e-01,7.742936964e-01,1.481343959e-08,1.482162738e-08
105,16777216,7.743350112e-01,7.787666197e-01,1.482116310e-08,1.482298509e-08
106,16777216,7.793583063e-01,7.759741302e-01,1.482471807e-08,1.481971677e-08
107,16777216,7.782483711e-01,7.773725511e-01,1.481306814e-08,1.482182123e-08
108,16777216,7.779401972e-01,7.774045922e-01,1.482101123e-08,1.482399255e-08
109,16777216,7.773766895e-01,7.774023356e-01,1.481577186e-08,1.482431820e-08
110,16777216,7.772539706e-01,7.772479321e-01,1.481907919e-08,1.482009403e-08
111,16777216,7.772426152e-01,7.777393708e-01,1.482054552e-08,1.482366682e-08
112,16777216,8.411186795e-01,7.409063285e-01,1.482255150e-08,1.481871428e-08
113,16777216,8.845355138e-01,7.293466766e-01,1.482021990e-08,1.482117809e-08
114,16777216,6.937313821e-01,7.910232709e-01,1.481793078e-08,1.481729395e-08
115,16777216,8.076110683e-01,7.463459062e-01,1.482394404e-08,1.482088274e-08
116,16777216,7.739450326e-01,8.147217061e-01,1.481534110e-08,1.482221622e-08
117,16777216,7.768615269e-01,7.931869378e-01,1.482044077e-08,1.481395709e-08
118,16777216,7.697677227e-01,7.747016883e-01,1.481915466e-08,1.482278141e-08
119,16777216,7.758928120e-01,7.727349977e-01,1.481448799e-08,1.481487788e-08
120,16777216,7.854979422e-01,7.742938863e-01,1.481760443e-08,1.482090950e-08
121,16777216,7.743346086e-01,7.787666251e-01,1.482216953e-08,1.482503710e-08
122,16777216,7.793595067e-01,7.759726179e-01,1.481983107e-08,1.481371067e-08
123,16777216,7.782477913e-01,7.773729352e-01,1.481783451e-08,1.481671416e-08
124,16777216,7.779540101e-01,7.774185648e-01,1.481766539e-08,1.481646339e-08
125,16777216,7.773820122e-01,7.774073441e-01,1.481933113e-08,1.482603656e-08
126,16777216,7.772539644e-01,7.772505206e-01,1.481766633e-08,1.481350896e-08
127,16777216,7.772351612e-01,7.777324837e-01,1.481868748e-08,1.482560205e-08
