x,x_over_pi,native_sin,ref,abs_err
np.float32(102942.15),32767.503553,np.float32(-0.0),np.float64(-0.999937716725666),9.999377e-01
np.float32(102942.16),32767.506039,np.float32(-0.0),np.float64(-0.9998200086159721),9.998200e-01
np.float32(102942.164),32767.508526,np.float32(-0.0),np.float64(-0.9996412766462147),9.996413e-01
np.float32(102942.17),32767.511013,np.float32(-0.0),np.float64(-0.9994015317252721),9.994015e-01
np.float32(102942.18),32767.513500,np.float32(-0.0),np.float64(-0.9991007884859386),9.991008e-01
np.float32(102942.19),32767.515987,np.float32(-0.0),np.float64(-0.9987390652840316),9.987391e-01
np.float32(102942.195),32767.518473,np.float32(-0.0),np.float64(-0.9983163841972706),9.983164e-01
np.float32(102942.2),32767.520960,np.float32(-0.0),np.float64(-0.9978327710239309),9.978328e-01
np.float32(102942.21),32767.523447,np.float32(-0.0),np.float64(-0.9972882552812676),9.972883e-01
np.float32(102942.22),32767.525934,np.float32(-0.0),np.float64(-0.9966828702037155),9.966829e-01
np.float32(102942.23),32767.528421,np.float32(-0.0),np.float64(-0.9960166527408593),9.960167e-01
np.float32(102942.234),32767.530907,np.float32(-0.0),np.float64(-0.9952896435551789),9.952896e-01
np.float32(102942.24),32767.533394,np.float32(-0.0),np.float64(-0.9945018870195682),9.945019e-01
np.float32(102942.25),32767.535881,np.float32(-0.0),np.float64(-0.9936534312146257),9.936534e-01
np.float32(102942.26),32767.538368,np.float32(-0.0),np.float64(-0.9927443279257206),9.927443e-01
np.float32(102942.266),32767.540855,np.float32(-0.0),np.float64(-0.9917746326398321),9.917746e-01
np.float32(102942.27),32767.543341,np.float32(-0.0),np.float64(-0.9907444045421624),9.907444e-01
np.float32(102942.28),32767.545828,np.float32(-0.0),np.float64(-0.9896537065125245),9.896537e-01
np.float32(102942.29),32767.548315,np.float32(-0.0),np.float64(-0.9885026051215046),9.885026e-01
np.float32(102942.3),32767.550802,np.float32(-0.0),np.float64(-0.9872911706263985),9.872912e-01
np.float32(102942.305),32767.553289,np.float32(-0.0),np.float64(-0.9860194769669239),9.860195e-01
np.float32(102942.31),32767.555775,np.float32(-0.0),np.float64(-0.9846876017607072),9.846876e-01
np.float32(102942.32),32767.558262,np.float32(-0.0),np.float64(-0.9832956262985462),9.832956e-01
np.float32(102942.33),32767.560749,np.float32(-0.0),np.float64(-0.9818436355394486),9.818436e-01
np.float32(102942.336),32767.563236,np.float32(-0.0),np.float64(-0.9803317181054467),9.803317e-01
np.float32(102942.34),32767.565723,np.float32(-0.0),np.float64(-0.9787599662761877),9.787600e-01
np.float32(102942.35),32767.568209,np.float32(-0.0),np.float64(-0.9771284759833022),9.771285e-01
np.float32(102942.36),32767.570696,np.float32(-0.0),np.float64(-0.9754373468045489),9.754373e-01
np.float32(102942.37),32767.573183,np.float32(-0.0),np.float64(-0.9736866819577361),9.736867e-01
np.float32(102942.375),32767.575670,np.float32(-0.0),np.float64(-0.971876588294423),9.718766e-01
np.float32(102942.38),32767.578157,np.float32(-0.0),np.float64(-0.9700071762933974),9.700072e-01
np.float32(102942.39),32767.580643,np.float32(-0.0),np.float64(-0.9680785600539322),9.680786e-01
np.float32(102942.4),32767.583130,np.float32(-0.0),np.float64(-0.9660908572888224),9.660909e-01
np.float32(102942.41),32767.585617,np.float32(-0.0),np.float64(-0.9640441893171997),9.640442e-01
np.float32(102942.414),32767.588104,np.float32(-0.99990064),np.float64(-0.9619386810571283),3.796196e-02
np.float32(102942.42),32767.590591,np.float32(-0.9999731),np.float64(-0.95977446101798),4.019866e-02
np.float32(102942.43),32767.593077,np.float32(-1.0),np.float64(-0.9575516612925915),4.244834e-02
np.float32(102942.44),32767.595564,np.float32(-1.0),np.float64(-0.955270417549201),4.472958e-02
np.float32(102942.445),32767.598051,np.float32(-0.999855),np.float64(-0.9529308690231687),4.692411e-02
np.float32(102942.45),32767.600538,np.float32(-0.9996834),np.float64(-0.9505331585084783),4.915022e-02
np.float32(102942.46),32767.603024,np.float32(-0.9994889),np.float64(-0.9480774323490212),5.141146e-02
np.float32(102942.47),32767.605511,np.float32(-0.99921817),np.float64(-0.9455638404296649),5.365433e-02
np.float32(102942.48),32767.607998,np.float32(-0.9988788),np.float64(-0.9429925361671048),5.588624e-02
np.float32(102942.484),32767.610485,np.float32(-0.9984784),np.float64(-0.9403636765004999),5.811474e-02
np.float32(102942.49),32767.612972,np.float32(-0.9980172),np.float64(-0.9376774218818946),6.033977e-02
np.float32(102942.5),32767.615458,np.float32(-0.997495),np.float64(-0.9349339362664256),6.256106e-02
np.float32(102942.51),32767.617945,np.float32(-0.9969119),np.float64(-0.9321333871023142),6.477850e-02
np.float32(102942.516),32767.620432,np.float32(-0.996268),np.float64(-0.9292759453206468),6.699203e-02
np.float32(102942.52),32767.622919,np.float32(-0.99556327),np.float64(-0.9263617853249421),6.920148e-02
np.float32(102942.53),32767.625406,np.float32(-0.99479777),np.float64(-0.9233910849805059),7.140668e-02
np.float32(102942.54),32767.627892,np.float32(-0.9939716),np.float64(-0.9203640256035759),7.360756e-02
np.float32(102942.55),32767.630379,np.float32(-0.9930847),np.float64(-0.9172807919502544),7.580394e-02
np.float32(102942.555),32767.632866,np.float32(-0.99213725),np.float64(-0.9141415722052318),7.799568e-02
np.float32(102942.56),32767.635353,np.float32(-0.99112916),np.float64(-0.9109465579703014),8.018260e-02
np.float32(102942.57),32767.637840,np.float32(-0.9900607),np.float64(-0.9076959442526644),8.236474e-02
np.float32(102942.58),32767.640326,np.float32(-0.98893166),np.float64(-0.9043899294530277),8.454173e-02
np.float32(102942.586),32767.642813,np.float32(-0.98774236),np.float64(-0.9010287153534949),8.671365e-02
np.float32(102942.59),32767.645300,np.float32(-0.98649275),np.float64(-0.8976125071052504),8.888025e-02
np.float32(102942.6),32767.647787,np.float32(-0.98518294),np.float64(-0.8941415132160379),9.104143e-02
np.float32(102942.61),32767.650274,np.float32(-0.983813),np.float64(-0.890615945537434),9.319704e-02
np.float32(102942.62),32767.652760,np.float32(-0.982383),np.float64(-0.8870360192519184),9.534699e-02
np.float32(102942.625),32767.655247,np.float32(-0.980893),np.float64(-0.8834019528597402),9.749106e-02
np.float32(102942.63),32767.657734,np.float32(-0.97934324),np.float64(-0.8797139681655811),9.962927e-02
np.float32(102942.64),32767.660221,np.float32(-0.9777336),np.float64(-0.8759722902650183),1.017613e-01
np.float32(102942.65),32767.662708,np.float32(-0.9760644),np.float64(-0.8721771475307857),1.038872e-01
np.float32(102942.66),32767.665194,np.float32(-0.9743355),np.float64(-0.8683287715988346),1.060067e-01
np.float32(102942.664),32767.667681,np.float32(-0.9725472),np.float64(-0.8644273973541967),1.081198e-01
np.float32(102942.67),32767.670168,np.float32(-0.97069955),np.float64(-0.8604732629166477),1.102263e-01
np.float32(102942.68),32767.672655,np.float32(-0.9687926),np.float64(-0.856466609626173),1.123260e-01
np.float32(102942.69),32767.675142,np.float32(-0.96682656),np.float64(-0.8524076820282387),1.144189e-01
np.float32(102942.695),32767.677628,np.float32(-0.9648015),np.float64(-0.8482967278588647),1.165048e-01
np.float32(102942.7),32767.680115,np.float32(-0.96271753),np.float64(-0.8441339980295048),1.185835e-01
np.float32(102942.71),32767.682602,np.float32(-0.96057487),np.float64(-0.8399197466117325),1.206551e-01
np.float32(102942.72),32767.685089,np.float32(-0.9583735),np.float64(-0.8356542308217332),1.227193e-01
np.float32(102942.73),32767.687576,np.float32(-0.9561137),np.float64(-0.8313377110046053),1.247760e-01
np.float32(102942.734),32767.690062,np.float32(-0.9537955),np.float64(-0.8269704506184704),1.268250e-01
np.float32(102942.74),32767.692549,np.float32(-0.9514191),np.float64(-0.8225527162183928),1.288664e-01
np.float32(102942.75),32767.695036,np.float32(-0.9489846),np.float64(-0.8180847774401103),1.308998e-01
np.float32(102942.76),32767.697523,np.float32(-0.9464922),np.float64(-0.8135669069835776),1.329253e-01
np.float32(102942.766),32767.700010,np.float32(-0.94394207),np.float64(-0.8089993805963211),1.349427e-01
np.float32(102942.77),32767.702496,np.float32(-0.9413343),np.float64(-0.8043824770566097),1.369518e-01
np.float32(102942.78),32767.704983,np.float32(-0.9386691),np.float64(-0.7997164781564391),1.389526e-01
np.float32(102942.79),32767.707470,np.float32(-0.9359466),np.float64(-0.7950016686843326),1.409449e-01
np.float32(102942.8),32767.709957,np.float32(-0.93316686),np.float64(-0.7902383364079596),1.429285e-01
np.float32(102942.805),32767.712444,np.float32(-0.9303303),np.float64(-0.7854267720565709),1.449035e-01
np.float32(102942.81),32767.714930,np.float32(-0.9274369),np.float64(-0.7805672693032548),1.468696e-01
np.float32(102942.82),32767.717417,np.float32(-0.92448694),np.float64(-0.7756601247470127),1.488268e-01
np.float32(102942.83),32767.719904,np.float32(-0.92148054),np.float64(-0.7707056378946558),1.507749e-01
np.float32(102942.836),32767.722391,np.float32(-0.9184179),np.float64(-0.7657041111425253),1.527138e-01
np.float32(102942.84),32767.724877,np.float32(-0.9152991),np.float64(-0.7606558497580354),1.546433e-01
np.float32(102942.85),32767.727364,np.float32(-0.9121246),np.float64(-0.7555611618610412),1.565634e-01
np.float32(102942.86),32767.729851,np.float32(-0.9088943),np.float64(-0.7504203584050329),1.584739e-01
np.float32(102942.87),32767.732338,np.float32(-0.9056086),np.float64(-0.7452337531581568),1.603748e-01
np.float32(102942.875),32767.734825,np.float32(-0.9022676),np.float64(-0.7400016626840644),1.622659e-01
np.float32(102942.88),32767.737311,np.float32(-0.89887154),np.float64(-0.7347244063225913),1.641471e-01
np.float32(102942.89),32767.739798,np.float32(-0.89542055),np.float64(-0.7294023061702655),1.660182e-01
np.float32(102942.9),32767.742285,np.float32(-0.891915),np.float64(-0.7240356870606492),1.678793e-01
np.float32(102942.91),32767.744772,np.float32(-0.888355),np.float64(-0.7186248765445126),1.697301e-01
np.float32(102942.914),32767.747259,np.float32(-0.88474077),np.float64(-0.713170204869841),1.715706e-01
np.float32(102942.92),32767.749745,np.float32(-0.8810725),np.float64(-0.7076720049616789),1.734005e-01
np.float32(102942.93),32767.752232,np.float32(-0.8773505),np.float64(-0.7021306124018101),1.752199e-01
np.float32(102942.94),32767.754719,np.float32(-0.8735749),np.float64(-0.6965463654082751),1.770285e-01
np.float32(102942.945),32767.757206,np.float32(-0.869746),np.float64(-0.690919604814728),1.788264e-01
np.float32(102942.95),32767.759693,np.float32(-0.86586404),np.float64(-0.6852506740496341),1.806134e-01
np.float32(102942.96),32767.762179,np.float32(-0.86192924),np.float64(-0.6795399191153086),1.823893e-01
np.float32(102942.97),32767.764666,np.float32(-0.8579418),np.float64(-0.6737876885667983),1.841541e-01
np.float32(102942.98),32767.767153,np.float32(-0.85390204),np.float64(-0.6679943334906078),1.859077e-01
np.float32(102942.984),32767.769640,np.float32(-0.8498101),np.float64(-0.6621602074832709),1.876499e-01
np.float32(102942.99),32767.772127,np.float32(-0.8456664),np.float64(-0.6562856666297687),1.893807e-01
np.float32(102943.0),32767.774613,np.float32(-0.84147096),np.float64(-0.6503710694817968),1.910999e-01
np.float32(102943.01),32767.777100,np.float32(-0.83722425),np.float64(-0.64441677703588),1.928075e-01
np.float32(102943.016),32767.779587,np.float32(-0.8329264),np.float64(-0.6384231527113394),1.945032e-01
np.float32(102943.02),32767.782074,np.float32(-0.8285777),np.float64(-0.6323905623281117),1.961871e-01
np.float32(102943.03),32767.784561,np.float32(-0.82417846),np.float64(-0.6263193740844208),1.978591e-01
np.float32(102943.04),32767.787047,np.float32(-0.81972885),np.float64(-0.6202099585343049),1.995189e-01
np.float32(102943.05),32767.789534,np.float32(-0.8152293),np.float64(-0.6140626885650003),2.011666e-01
np.float32(102943.055),32767.792021,np.float32(-0.81068),np.float64(-0.6078779393741816),2.028020e-01
np.float32(102943.06),32767.794508,np.float32(-0.80608106),np.float64(-0.601656088447062),2.044250e-01
np.float32(102943.07),32767.796995,np.float32(-0.8014331),np.float64(-0.5953975155333535),2.060356e-01
np.float32(102943.08),32767.799481,np.float32(-0.7967361),np.float64(-0.5891026026240889),2.076335e-01
np.float32(102943.086),32767.801968,np.float32(-0.7919906),np.float64(-0.582771733928307),2.092188e-01
np.float32(102943.09),32767.804455,np.float32(-0.78719664),np.float64(-0.5764052958496024),2.107913e-01
np.float32(102943.1),32767.806942,np.float32(-0.7823547),np.float64(-0.5700036769625418),2.123510e-01
np.float32(102943.11),32767.809429,np.float32(-0.777465),np.float64(-0.5635672679889469),2.138977e-01
np.float32(102943.12),32767.811915,np.float32(-0.7725278),np.float64(-0.5570964617740466),2.154314e-01
np.float32(102943.125),32767.814402,np.float32(-0.7675435),np.float64(-0.5505916532625009),2.169518e-01
np.float32(102943.13),32767.816889,np.float32(-0.7625123),np.float64(-0.5440532394742942),2.184591e-01
np.float32(102943.14),32767.819376,np.float32(-0.7574346),np.float64(-0.5374816194805038),2.199530e-01
np.float32(102943.15),32767.821863,np.float32(-0.7523107),np.float64(-0.5308771943789429),2.214335e-01
np.float32(102943.16),32767.824349,np.float32(-0.7471408),np.float64(-0.524240367269679),2.229005e-01
np.float32(102943.164),32767.826836,np.float32(-0.7419254),np.float64(-0.5175715432304318),2.243539e-01
np.float32(102943.17),32767.829323,np.float32(-0.73666465),np.float64(-0.5108711292918477),2.257935e-01
np.float32(102943.18),32767.831810,np.float32(-0.731359),np.float64(-0.5041395344126588),2.272195e-01
np.float32(102943.19),32767.834297,np.float32(-0.72600865),np.float64(-0.4973771694547204),2.286315e-01
np.float32(102943.195),32767.836783,np.float32(-0.720614),np.float64(-0.490584447157935),2.300296e-01
np.float32(102943.2),32767.839270,np.float32(-0.7151754),np.float64(-0.4837617821150606),2.314136e-01
np.float32(102943.21),32767.841757,np.float32(-0.70969313),np.float64(-0.4769095907464062),2.327835e-01
np.float32(102943.22),32767.844244,np.float32(-0.7041675),np.float64(-0.47002829127441537),2.341392e-01
np.float32(102943.23),32767.846731,np.float32(-0.6985989),np.float64(-0.4631183036981404),2.354806e-01
np.float32(102943.234),32767.849217,np.float32(-0.6929877),np.float64(-0.4561800497676075),2.368076e-01
np.float32(102943.24),32767.851704,np.float32(-0.68733424),np.float64(-0.44921395295807554),2.381203e-01
np.float32(102943.25),32767.854191,np.float32(-0.6816387),np.float64(-0.4422204384441892),2.394183e-01
np.float32(102943.26),32767.856678,np.float32(-0.6759017),np.float64(-0.4351999330740285),2.407018e-01
np.float32(102943.266),32767.859164,np.float32(-0.67012334),np.float64(-0.4281528653430562),2.419705e-01
np.float32(102943.27),32767.861651,np.float32(-0.66430414),np.float64(-0.42107966536796465),2.432245e-01
np.float32(102943.28),32767.864138,np.float32(-0.6584444),np.float64(-0.41398076486042373),2.444636e-01
np.float32(102943.29),32767.866625,np.float32(-0.65254444),np.float64(-0.40685659710073135),2.456878e-01
np.float32(102943.3),32767.869112,np.float32(-0.64660466),np.float64(-0.39970759691136826),2.468971e-01
np.float32(102943.305),32767.871598,np.float32(-0.6406254),np.float64(-0.3925342006304587),2.480912e-01
np.float32(102943.31),32767.874085,np.float32(-0.6346071),np.float64(-0.3853368460851386),2.492702e-01
np.float32(102943.32),32767.876572,np.float32(-0.62855),np.float64(-0.3781159725648328),2.504340e-01
np.float32(102943.33),32767.879059,np.float32(-0.6224545),np.float64(-0.3708720207944433),2.515825e-01
np.float32(102943.336),32767.881546,np.float32(-0.61632115),np.float64(-0.3636054329074495),2.527157e-01
np.float32(102943.34),32767.884032,np.float32(-0.61015004),np.float64(-0.3563166524189226),2.538334e-01
np.float32(102943.35),32767.886519,np.float32(-0.6039418),np.float64(-0.34900612419845584),2.549357e-01
np.float32(102943.36),32767.889006,np.float32(-0.5976966),np.float64(-0.34167429444301195),2.560223e-01
np.float32(102943.37),32767.891493,np.float32(-0.59141505),np.float64(-0.33432161064968957),2.570934e-01
np.float32(102943.375),32767.893980,np.float32(-0.58509725),np.float64(-0.32694852158841037),2.581487e-01
np.float32(102943.38),32767.896466,np.float32(-0.5787438),np.float64(-0.3195554772745282),2.591883e-01
np.float32(102943.39),32767.898953,np.float32(-0.57235503),np.float64(-0.312142928941363),2.602121e-01
np.float32(102943.4),32767.901440,np.float32(-0.5659314),np.float64(-0.3047113290126592),2.612201e-01
np.float32(102943.41),32767.903927,np.float32(-0.5594731),np.float64(-0.2972611310749726),2.622120e-01
np.float32(102943.414),32767.906414,np.float32(-0.5529808),np.float64(-0.28979278984998563),2.631880e-01
