x,x_over_pi,native_sin,ref,abs_err
np.float32(102960.58),32773.369904,np.float32(0.534121),np.float64(-0.9176352889502415),1.451756e+00
np.float32(102960.586),32773.372391,np.float32(0.5275),np.float64(-0.920712124970205),1.448212e+00
np.float32(102960.59),32773.374878,np.float32(0.5208468),np.float64(-0.9237327654675859),1.444580e+00
np.float32(102960.6),32773.377365,np.float32(0.5141618),np.float64(-0.9266970260780569),1.440859e+00
np.float32(102960.61),32773.379852,np.float32(0.50744545),np.float64(-0.929604725878429),1.437050e+00
np.float32(102960.62),32773.382338,np.float32(0.50069815),np.float64(-0.932455687397693),1.433154e+00
np.float32(102960.625),32773.384825,np.float32(0.49392027),np.float64(-0.9352497366278523),1.429170e+00
np.float32(102960.63),32773.387312,np.float32(0.48711225),np.float64(-0.9379867030345428),1.425099e+00
np.float32(102960.64),32773.389799,np.float32(0.48027447),np.float64(-0.940666419567442),1.420941e+00
np.float32(102960.65),32773.392286,np.float32(0.47340742),np.float64(-0.9432887226704645),1.416696e+00
np.float32(102960.66),32773.394772,np.float32(0.46651143),np.float64(-0.9458534522917447),1.412365e+00
np.float32(102960.664),32773.397259,np.float32(0.459587),np.float64(-0.9483604518934056),1.407947e+00
np.float32(102960.67),32773.399746,np.float32(0.4526345),np.float64(-0.9508095684611131),1.403444e+00
np.float32(102960.68),32773.402233,np.float32(0.4456544),np.float64(-0.9532006525134151),1.398855e+00
np.float32(102960.69),32773.404720,np.float32(0.43864706),np.float64(-0.9555335581108653),1.394181e+00
np.float32(102960.695),32773.407206,np.float32(0.43161297),np.float64(-0.95780814286493),1.389421e+00
np.float32(102960.7),32773.409693,np.float32(0.42455253),np.float64(-0.9600242679466796),1.384577e+00
np.float32(102960.71),32773.412180,np.float32(0.4174662),np.float64(-0.9621817980952615),1.379648e+00
np.float32(102960.72),32773.414667,np.float32(0.41035438),np.float64(-0.9642806016261557),1.374635e+00
np.float32(102960.73),32773.417154,np.float32(0.4032175),np.float64(-0.9663205504392122),1.369538e+00
np.float32(102960.734),32773.419640,np.float32(0.396056),np.float64(-0.9683015200264699),1.364358e+00
np.float32(102960.74),32773.422127,np.float32(0.38887036),np.float64(-0.9702233894797554),1.359094e+00
np.float32(102960.75),32773.424614,np.float32(0.38166094),np.float64(-0.9720860414980629),1.353747e+00
np.float32(102960.76),32773.427101,np.float32(0.37442827),np.float64(-0.9738893623947138),1.348318e+00
np.float32(102960.766),32773.429587,np.float32(0.36717272),np.float64(-0.9756332421042951),1.342806e+00
np.float32(102960.77),32773.432074,np.float32(0.35989478),np.float64(-0.9773175741893778),1.337212e+00
np.float32(102960.78),32773.434561,np.float32(0.35259485),np.float64(-0.9789422558470126),1.331537e+00
np.float32(102960.79),32773.437048,np.float32(0.34527344),np.float64(-0.9805071879150051),1.325781e+00
np.float32(102960.8),32773.439535,np.float32(0.33793092),np.float64(-0.9820122748779678),1.319943e+00
np.float32(102960.805),32773.442021,np.float32(0.3305678),np.float64(-0.98345742487315),1.314025e+00
np.float32(102960.81),32773.444508,np.float32(0.32318446),np.float64(-0.9848425496960447),1.308027e+00
np.float32(102960.82),32773.446995,np.float32(0.31578144),np.float64(-0.9861675648057717),1.301949e+00
np.float32(102960.83),32773.449482,np.float32(0.30835915),np.float64(-0.9874323893302382),1.295792e+00
np.float32(102960.836),32773.451969,np.float32(0.300918),np.float64(-0.9886369460710744),1.289555e+00
np.float32(102960.84),32773.454455,np.float32(0.2934585),np.float64(-0.9897811615083454),1.283240e+00
np.float32(102960.85),32773.456942,np.float32(0.28598112),np.float64(-0.9908649658050381),1.276846e+00
np.float32(102960.86),32773.459429,np.float32(0.27848622),np.float64(-0.9918882928113247),1.270375e+00
np.float32(102960.87),32773.461916,np.float32(0.27097437),np.float64(-0.992851080068599),1.263825e+00
np.float32(102960.875),32773.464403,np.float32(0.26344594),np.float64(-0.9937532688132893),1.257199e+00
np.float32(102960.88),32773.466889,np.float32(0.25590152),np.float64(-0.9945948039804446),1.250496e+00
np.float32(102960.89),32773.469376,np.float32(0.2483414),np.float64(-0.9953756342070957),1.243717e+00
np.float32(102960.9),32773.471863,np.float32(0.24076612),np.float64(-0.9960957118353903),1.236862e+00
np.float32(102960.91),32773.474350,np.float32(0.23317616),np.float64(-0.9967549929155011),1.229931e+00
np.float32(102960.914),32773.476837,np.float32(0.22557199),np.float64(-0.9973534372083093),1.222925e+00
np.float32(102960.92),32773.479323,np.float32(0.21795404),np.float64(-0.9978910081878596),1.215845e+00
np.float32(102960.93),32773.481810,np.float32(0.2103228),np.float64(-0.9983676730435901),1.208690e+00
np.float32(102960.94),32773.484297,np.float32(0.20267871),np.float64(-0.998783402682335),1.201462e+00
np.float32(102960.945),32773.486784,np.float32(0.19502224),np.float64(-0.9991381717300999),1.194160e+00
np.float32(102960.95),32773.489271,np.float32(0.18735386),np.float64(-0.9994319585336104),1.186786e+00
np.float32(102960.96),32773.491757,np.float32(0.17967406),np.float64(-0.9996647451616346),1.179339e+00
np.float32(102960.97),32773.494244,np.float32(0.1719833),np.float64(-0.9998365174060764),1.171820e+00
np.float32(102960.98),32773.496731,np.float32(0.16428205),np.float64(-0.9999472647828432),1.164229e+00
np.float32(102960.984),32773.499218,np.float32(0.15657075),np.float64(-0.9999969805324862),1.156568e+00
np.float32(102960.99),32773.501705,np.float32(0.14884992),np.float64(-0.9999856616206122),1.148836e+00
np.float32(102961.0),32773.504191,np.float32(0.14111997),np.float64(-0.999913308738069),1.141033e+00
np.float32(102961.01),32773.506678,np.float32(0.13338144),np.float64(-0.9997799263009041),1.133161e+00
np.float32(102961.016),32773.509165,np.float32(0.12563476),np.float64(-0.9995855224500936),1.125220e+00
np.float32(102961.02),32773.511652,np.float32(0.1178804),np.float64(-0.9993301090510466),1.117211e+00
np.float32(102961.03),32773.514139,np.float32(0.11011884),np.float64(-0.9990137016928806),1.109133e+00
np.float32(102961.04),32773.516625,np.float32(0.10235057),np.float64(-0.99863631968747),1.100987e+00
np.float32(102961.05),32773.519112,np.float32(0.094576046),np.float64(-0.9981979860682673),1.092774e+00
np.float32(102961.055),32773.521599,np.float32(0.08679578),np.float64(-0.9976987275888972),1.084495e+00
np.float32(102961.06),32773.524086,np.float32(0.07901018),np.float64(-0.9971385747215241),1.076149e+00
np.float32(102961.07),32773.526573,np.float32(0.07121978),np.float64(-0.996517561654992),1.067737e+00
np.float32(102961.08),32773.529059,np.float32(0.06342501),np.float64(-0.9958357262927374),1.059261e+00
np.float32(102961.086),32773.531546,np.float32(0.055626407),np.float64(-0.9950931102504768),1.050720e+00
np.float32(102961.09),32773.534033,np.float32(0.047824375),np.float64(-0.9942897588536656),1.042114e+00
np.float32(102961.1),32773.536520,np.float32(0.040019423),np.float64(-0.9934257211347325),1.033445e+00
np.float32(102961.11),32773.539007,np.float32(0.03221205),np.float64(-0.9925010498300866),1.024713e+00
np.float32(102961.12),32773.541493,np.float32(0.024402697),np.float64(-0.9915158013768982),1.015918e+00
np.float32(102961.125),32773.543980,np.float32(0.016591867),np.float64(-0.9904700359096548),1.007062e+00
np.float32(102961.13),32773.546467,np.float32(0.008780011),np.float64(-0.9893638172564905),9.981438e-01
np.float32(102961.14),32773.548954,np.float32(0.0009676336),np.float64(-0.9881972129352902),9.891648e-01
np.float32(102961.15),32773.551440,np.float32(0.0),np.float64(-0.9869702941495686),9.869703e-01
np.float32(102961.16),32773.553927,np.float32(0.0),np.float64(-0.9856831357841249),9.856831e-01
np.float32(102961.164),32773.556414,np.float32(0.0),np.float64(-0.9843358164004713),9.843358e-01
np.float32(102961.17),32773.558901,np.float32(0.0),np.float64(-0.9829284182320386),9.829284e-01
np.float32(102961.18),32773.561388,np.float32(0.0),np.float64(-0.9814610271791571),9.814610e-01
np.float32(102961.19),32773.563874,np.float32(0.0),np.float64(-0.9799337328038135),9.799337e-01
np.float32(102961.195),32773.566361,np.float32(0.0),np.float64(-0.9783466283241843),9.783466e-01
np.float32(102961.2),32773.568848,np.float32(0.0),np.float64(-0.9766998106089468),9.766998e-01
np.float32(102961.21),32773.571335,np.float32(0.0),np.float64(-0.9749933801713665),9.749934e-01
np.float32(102961.22),32773.573822,np.float32(0.0),np.float64(-0.9732274411631617),9.732274e-01
np.float32(102961.23),32773.576308,np.float32(0.0),np.float64(-0.9714021013681479),9.714021e-01
np.float32(102961.234),32773.578795,np.float32(0.0),np.float64(-0.9695174721956576),9.695175e-01
np.float32(102961.24),32773.581282,np.float32(0.0),np.float64(-0.9675736686737421),9.675737e-01
np.float32(102961.25),32773.583769,np.float32(0.0),np.float64(-0.9655708094421495),9.655708e-01
np.float32(102961.26),32773.586256,np.float32(0.0),np.float64(-0.963509016745084),9.635090e-01
np.float32(102961.266),32773.588742,np.float32(0.0),np.float64(-0.9613884164237453),9.613884e-01
np.float32(102961.27),32773.591229,np.float32(0.0),np.float64(-0.9592091379086468),9.592091e-01
np.float32(102961.28),32773.593716,np.float32(0.0),np.float64(-0.9569713142117168),9.569713e-01
np.float32(102961.29),32773.596203,np.float32(0.0),np.float64(-0.9546750819181794),9.546751e-01
np.float32(102961.3),32773.598690,np.float32(0.0),np.float64(-0.9523205811782188),9.523206e-01
np.float32(102961.305),32773.601176,np.float32(0.0),np.float64(-0.9499079556984245),9.499080e-01
np.float32(102961.31),32773.603663,np.float32(0.0),np.float64(-0.9474373527330205),9.474374e-01
np.float32(102961.32),32773.606150,np.float32(0.0),np.float64(-0.9449089230748783),9.449089e-01
np.float32(102961.33),32773.608637,np.float32(0.0),np.float64(-0.9423228210463117),9.423228e-01
np.float32(102961.336),32773.611124,np.float32(0.0),np.float64(-0.9396792044896597),9.396792e-01
np.float32(102961.34),32773.613610,np.float32(0.0),np.float64(-0.9369782347576509),9.369782e-01
np.float32(102961.35),32773.616097,np.float32(0.0),np.float64(-0.9342200767035566),9.342201e-01
np.float32(102961.36),32773.618584,np.float32(0.0),np.float64(-0.9314048986711283),9.314049e-01
np.float32(102961.37),32773.621071,np.float32(0.0),np.float64(-0.928532872484323),9.285329e-01
np.float32(102961.375),32773.623558,np.float32(0.0),np.float64(-0.9256041734368166),9.256042e-01
np.float32(102961.38),32773.626044,np.float32(0.0),np.float64(-0.9226189802813034),9.226190e-01
np.float32(102961.39),32773.628531,np.float32(0.0),np.float64(-0.9195774752185876),9.195775e-01
np.float32(102961.4),32773.631018,np.float32(0.0),np.float64(-0.9164798438864616),9.164798e-01
np.float32(102961.41),32773.633505,np.float32(0.0),np.float64(-0.9133262753483764),9.133263e-01
np.float32(102961.414),32773.635992,np.float32(0.0),np.float64(-0.9101169620819012),9.101170e-01
np.float32(102961.42),32773.638478,np.float32(0.0),np.float64(-0.9068520999669765),9.068521e-01
np.float32(102961.43),32773.640965,np.float32(0.0),np.float64(-0.903531888273958),9.035319e-01
np.float32(102961.44),32773.643452,np.float32(0.0),np.float64(-0.9001565296514545),9.001565e-01
np.float32(102961.445),32773.645939,np.float32(0.0),np.float64(-0.8967262301139591),8.967262e-01
np.float32(102961.45),32773.648426,np.float32(0.0),np.float64(-0.8932411990292751),8.932412e-01
np.float32(102961.46),32773.650912,np.float32(0.0),np.float64(-0.8897016491057375),8.897016e-01
np.float32(102961.47),32773.653399,np.float32(0.0),np.float64(-0.8861077963792299),8.861078e-01
np.float32(102961.48),32773.655886,np.float32(0.0),np.float64(-0.8824598601999994),8.824599e-01
np.float32(102961.484),32773.658373,np.float32(0.0),np.float64(-0.8787580632192684),8.787581e-01
np.float32(102961.49),32773.660860,np.float32(0.0),np.float64(-0.8750026313756448),8.750026e-01
np.float32(102961.5),32773.663346,np.float32(0.0),np.float64(-0.8711937938813319),8.711938e-01
np.float32(102961.51),32773.665833,np.float32(0.0),np.float64(-0.8673317832081391),8.673318e-01
np.float32(102961.516),32773.668320,np.float32(0.0),np.float64(-0.8634168350732921),8.634168e-01
np.float32(102961.52),32773.670807,np.float32(0.0),np.float64(-0.859449188425047),8.594492e-01
np.float32(102961.53),32773.673293,np.float32(0.0),np.float64(-0.855429085428105),8.554291e-01
np.float32(102961.54),32773.675780,np.float32(0.0),np.float64(-0.8513567714488328),8.513568e-01
np.float32(102961.55),32773.678267,np.float32(0.0),np.float64(-0.847232495040286),8.472325e-01
np.float32(102961.555),32773.680754,np.float32(0.99988955),np.float64(-0.8430565079270395),1.842946e+00
np.float32(102961.56),32773.683241,np.float32(0.9999658),np.float64(-0.8388290649898226),1.838795e+00
np.float32(102961.57),32773.685727,np.float32(1.0),np.float64(-0.8345504242499633),1.834550e+00
np.float32(102961.58),32773.688214,np.float32(1.0),np.float64(-0.8302208468536395),1.830221e+00
np.float32(102961.586),32773.690701,np.float32(0.9998741),np.float64(-0.8258405970559399),1.825715e+00
np.float32(102961.59),32773.693188,np.float32(0.9997063),np.float64(-0.8214099422047355),1.821116e+00
np.float32(102961.6),32773.695675,np.float32(0.99951714),np.float64(-0.8169291527243622),1.816446e+00
np.float32(102961.61),32773.698161,np.float32(0.99925584),np.float64(-0.8123985020991147),1.811654e+00
np.float32(102961.62),32773.700648,np.float32(0.99892414),np.float64(-0.8078182668565554),1.806742e+00
np.float32(102961.625),32773.703135,np.float32(0.99853134),np.float64(-0.8031887265506363),1.801720e+00
np.float32(102961.63),32773.705622,np.float32(0.99807763),np.float64(-0.7985101637446361),1.796588e+00
np.float32(102961.64),32773.708109,np.float32(0.99756294),np.float64(-0.7937828639939142),1.791346e+00
np.float32(102961.65),32773.710595,np.float32(0.9969874),np.float64(-0.7890071158284818),1.785995e+00
np.float32(102961.66),32773.713082,np.float32(0.99635106),np.float64(-0.7841832107353922),1.780534e+00
np.float32(102961.664),32773.715569,np.float32(0.9956538),np.float64(-0.7793114431409487),1.774965e+00
np.float32(102961.67),32773.718056,np.float32(0.9948959),np.float64(-0.7743921103927353),1.769288e+00
np.float32(102961.68),32773.720543,np.float32(0.9940772),np.float64(-0.7694255127414678),1.763503e+00
np.float32(102961.69),32773.723029,np.float32(0.99319786),np.float64(-0.7644119533226679),1.757610e+00
np.float32(102961.695),32773.725516,np.float32(0.9922579),np.float64(-0.7593517381381618),1.751610e+00
np.float32(102961.7),32773.728003,np.float32(0.9912573),np.float64(-0.7542451760374032),1.745502e+00
np.float32(102961.71),32773.730490,np.float32(0.9901963),np.float64(-0.7490925786986223),1.739289e+00
np.float32(102961.72),32773.732977,np.float32(0.98907477),np.float64(-0.7438942606098033),1.732969e+00
np.float32(102961.73),32773.735463,np.float32(0.9878929),np.float64(-0.7386505390494893),1.726543e+00
np.float32(102961.734),32773.737950,np.float32(0.9866508),np.float64(-0.733361734067417),1.720013e+00
np.float32(102961.74),32773.740437,np.float32(0.98534846),np.float64(-0.7280281684649831),1.713377e+00
np.float32(102961.75),32773.742924,np.float32(0.98398596),np.float64(-0.7226501677755418),1.706636e+00
np.float32(102961.76),32773.745411,np.float32(0.9825634),np.float64(-0.7172280602445359),1.699791e+00
np.float32(102961.766),32773.747897,np.float32(0.98108083),np.float64(-0.7117621768094625),1.692843e+00
np.float32(102961.77),32773.750384,np.float32(0.97953844),np.float64(-0.7062528510796744),1.685791e+00
np.float32(102961.78),32773.752871,np.float32(0.9779362),np.float64(-0.7007004193160179),1.678637e+00
np.float32(102961.79),32773.755358,np.float32(0.9762744),np.float64(-0.6951052204103095),1.671380e+00
np.float32(102961.8),32773.757845,np.float32(0.97455287),np.float64(-0.6894675958646519),1.664020e+00
np.float32(102961.805),32773.760331,np.float32(0.97277194),np.float64(-0.6837878897705899),1.656560e+00
np.float32(102961.81),32773.762818,np.float32(0.9709316),np.float64(-0.6780664487881091),1.648998e+00
np.float32(102961.82),32773.765305,np.float32(0.969032),np.float64(-0.6723036221244778),1.641336e+00
np.float32(102961.83),32773.767792,np.float32(0.96707326),np.float64(-0.6664997615129327),1.633573e+00
np.float32(102961.836),32773.770279,np.float32(0.9650555),np.float64(-0.6606552211912115),1.625711e+00
np.float32(102961.84),32773.772765,np.float32(0.96297884),np.float64(-0.6547703578799313),1.617749e+00
np.float32(102961.85),32773.775252,np.float32(0.9608434),np.float64(-0.6488455307608172),1.609689e+00
np.float32(102961.86),32773.777739,np.float32(0.95864934),np.float64(-0.6428811014547787),1.601530e+00
np.float32(102961.87),32773.780226,np.float32(0.9563967),np.float64(-0.636877433999839),1.593274e+00
np.float32(102961.875),32773.782713,np.float32(0.95408577),np.float64(-0.6308348948289153),1.584921e+00
np.float32(102961.88),32773.785199,np.float32(0.9517166),np.float64(-0.6247538527474543),1.576470e+00
np.float32(102961.89),32773.787686,np.float32(0.94928926),np.float64(-0.6186346789109218),1.567924e+00
np.float32(102961.9),32773.790173,np.float32(0.94680405),np.float64(-0.6124777468021495),1.559282e+00
np.float32(102961.91),32773.792660,np.float32(0.944261),np.float64(-0.6062834322085391),1.550544e+00
np.float32(102961.914),32773.795146,np.float32(0.9416604),np.float64(-0.6000521131991269),1.541713e+00
np.float32(102961.92),32773.797633,np.float32(0.9390023),np.float64(-0.5937841701015076),1.532786e+00
np.float32(102961.93),32773.800120,np.float32(0.93628687),np.float64(-0.5874799854786221),1.523767e+00
np.float32(102961.94),32773.802607,np.float32(0.93351424),np.float64(-0.5811399441054065),1.514654e+00
np.float32(102961.945),32773.805094,np.float32(0.9306847),np.float64(-0.5747644329453084),1.505449e+00
np.float32(102961.95),32773.807580,np.float32(0.92779833),np.float64(-0.5683538411266686),1.496152e+00
np.float32(102961.96),32773.810067,np.float32(0.92485535),np.float64(-0.5619085599189704),1.486764e+00
np.float32(102961.97),32773.812554,np.float32(0.9218559),np.float64(-0.5554289827089582),1.477285e+00
np.float32(102961.98),32773.815041,np.float32(0.91880023),np.float64(-0.5489155049766281),1.467716e+00
np.float32(102961.984),32773.817528,np.float32(0.91568846),np.float64(-0.5423685242710892),1.458057e+00
np.float32(102961.99),32773.820014,np.float32(0.91252077),np.float64(-0.5357884401862993),1.448309e+00
np.float32(102962.0),32773.822501,np.float32(0.9092974),np.float64(-0.529175654336676),1.438473e+00
np.float32(102962.01),32773.824988,np.float32(0.90601856),np.float64(-0.522530570332584),1.428549e+00
np.float32(102962.016),32773.827475,np.float32(0.9026844),np.float64(-0.5158535937557008),1.418538e+00
np.float32(102962.02),32773.829962,np.float32(0.89929515),np.float64(-0.5091451321342624),1.408440e+00
np.float32(102962.03),32773.832448,np.float32(0.89585096),np.float64(-0.5024055949181893),1.398257e+00
np.float32(102962.04),32773.834935,np.float32(0.89235216),np.float64(-0.49563539345409635),1.387988e+00
np.float32(102962.05),32773.837422,np.float32(0.8887989),np.float64(-0.48883494096018615),1.377634e+00
np.float32(102962.055),32773.839909,np.float32(0.8851914),np.float64(-0.482004652501028),1.367196e+00
np.float32(102962.06),32773.842396,np.float32(0.88152975),np.float64(-0.4751449449622248),1.356675e+00
np.float32(102962.07),32773.844882,np.float32(0.8778144),np.float64(-0.4682562370249686),1.346071e+00
np.float32(102962.08),32773.847369,np.float32(0.87404543),np.float64(-0.4613389491404861),1.335384e+00
np.float32(102962.086),32773.849856,np.float32(0.87022316),np.float64(-0.45439350350437674),1.324617e+00
np.float32(102962.09),32773.852343,np.float32(0.86634773),np.float64(-0.4474203240308441),1.313768e+00
np.float32(102962.1),32773.854830,np.float32(0.8624195),np.float64(-0.440419836326822),1.302839e+00
np.float32(102962.11),32773.857316,np.float32(0.85843855),np.float64(-0.43339246766599815),1.291831e+00
np.float32(102962.12),32773.859803,np.float32(0.8544052),np.float64(-0.4263386469627352),1.280744e+00
np.float32(102962.125),32773.862290,np.float32(0.85031974),np.float64(-0.41925880474589217),1.269579e+00
np.float32(102962.13),32773.864777,np.float32(0.8461824),np.float64(-0.412153373132547),1.258336e+00
np.float32(102962.14),32773.867264,np.float32(0.8419934),np.float64(-0.40502278580162276),1.247016e+00
np.float32(102962.15),32773.869750,np.float32(0.837753),np.float64(-0.39786747796741767),1.235620e+00
np.float32(102962.16),32773.872237,np.float32(0.83346146),np.float64(-0.39068788635304214),1.224149e+00
np.float32(102962.164),32773.874724,np.float32(0.8291191),np.float64(-0.3834844491637633),1.212604e+00
np.float32(102962.17),32773.877211,np.float32(0.82472605),np.float64(-0.37625760606025926),1.200984e+00
np.float32(102962.18),32773.879698,np.float32(0.8202827),np.float64(-0.3690077981317846),1.189290e+00
np.float32(102962.19),32773.882184,np.float32(0.8157893),np.float64(-0.3617354678692484),1.177525e+00
np.float32(102962.195),32773.884671,np.float32(0.8112461),np.float64(-0.3544410591382068),1.165687e+00
np.float32(102962.2),32773.887158,np.float32(0.8066534),np.float64(-0.3471250171517721),1.153778e+00
np.float32(102962.21),32773.889645,np.float32(0.80201143),np.float64(-0.33978778844343877),1.141799e+00
np.float32(102962.22),32773.892132,np.float32(0.79732054),np.float64(-0.3324298208398298),1.129750e+00
np.float32(102962.23),32773.894618,np.float32(0.79258096),np.float64(-0.3250515634333633),1.117633e+00
np.float32(102962.234),32773.897105,np.float32(0.78779304),np.float64(-0.3176534665548424),1.105447e+00
np.float32(102962.24),32773.899592,np.float32(0.782957),np.float64(-0.3102359817459694),1.093193e+00
np.float32(102962.25),32773.902079,np.float32(0.7780732),np.float64(-0.30279956173178585),1.080873e+00
np.float32(102962.26),32773.904566,np.float32(0.77314186),np.float64(-0.2953446603930408),1.068487e+00
np.float32(102962.266),32773.907052,np.float32(0.7681634),np.float64(-0.2878717327384879),1.056035e+00
np.float32(102962.27),32773.909539,np.float32(0.763138),np.float64(-0.2803812348771143),1.043519e+00
np.float32(102962.28),32773.912026,np.float32(0.75806606),np.float64(-0.272873623990302),1.030940e+00
np.float32(102962.29),32773.914513,np.float32(0.75294787),np.float64(-0.2653493583039239),1.018297e+00
np.float32(102962.3),32773.917000,np.float32(0.74778366),np.float64(-0.2578088970603761),1.005593e+00
np.float32(102962.305),32773.919486,np.float32(0.74257386),np.float64(-0.2502527004905477),9.928266e-01
np.float32(102962.31),32773.921973,np.float32(0.7373187),np.float64(-0.24268122978573145),9.799999e-01
np.float32(102962.32),32773.924460,np.float32(0.73201853),np.float64(-0.23509494706947426),9.671135e-01
np.float32(102962.33),32773.926947,np.float32(0.7266737),np.float64(-0.22749431536937206),9.541680e-01
np.float32(102962.336),32773.929433,np.float32(0.72128457),np.float64(-0.21987979858880868),9.411644e-01
np.float32(102962.34),32773.931920,np.float32(0.71585137),np.float64(-0.21225186147864175),9.281032e-01
np.float32(102962.35),32773.934407,np.float32(0.7103745),np.float64(-0.20461096960883665),9.149854e-01
np.float32(102962.36),32773.936894,np.float32(0.70485425),np.float64(-0.19695758934005048),9.018118e-01
np.float32(102962.37),32773.939381,np.float32(0.69929093),np.float64(-0.18929218779516785),8.885831e-01
np.float32(102962.375),32773.941867,np.float32(0.693685),np.float64(-0.18161523283079017),8.753002e-01
np.float32(102962.38),32773.944354,np.float32(0.68803674),np.float64(-0.17392719300867995),8.619639e-01
np.float32(102962.39),32773.946841,np.float32(0.68234646),np.float64(-0.1662285375671623),8.485750e-01
np.float32(102962.4),32773.949328,np.float32(0.6766145),np.float64(-0.1585197363924851),8.351343e-01
np.float32(102962.41),32773.951815,np.float32(0.6708413),np.float64(-0.15080125999013932),8.216425e-01
np.float32(102962.414),32773.954301,np.float32(0.66502714),np.float64(-0.14307357945614216),8.081007e-01
np.float32(102962.42),32773.956788,np.float32(0.65917236),np.float64(-0.13533716644828345),7.945095e-01
np.float32(102962.43),32773.959275,np.float32(0.65327734),np.float64(-0.12759249315733823),7.808698e-01
np.float32(102962.44),32773.961762,np.float32(0.6473425),np.float64(-0.11984003227824665),7.671825e-01
np.float32(102962.445),32773.964249,np.float32(0.64136815),np.float64(-0.11208025698126314),7.534484e-01
np.float32(102962.45),32773.966735,np.float32(0.6353546),np.float64(-0.10431364088307646),7.396682e-01
np.float32(102962.46),32773.969222,np.float32(0.6293023),np.float64(-0.09654065801790263),7.258430e-01
np.float32(102962.47),32773.971709,np.float32(0.62321156),np.float64(-0.08876178280855229),7.119733e-01
np.float32(102962.48),32773.974196,np.float32(0.61708283),np.float64(-0.08097749003747444),6.980603e-01
np.float32(102962.484),32773.976683,np.float32(0.61091644),np.float64(-0.07318825481777808),6.841047e-01
np.float32(102962.49),32773.979169,np.float32(0.6047127),np.float64(-0.06539455256423383),6.701073e-01
np.float32(102962.5),32773.981656,np.float32(0.5984721),np.float64(-0.057596858964257036),6.560690e-01
np.float32(102962.51),32773.984143,np.float32(0.592195),np.float64(-0.04979564994887423),6.419906e-01
np.float32(102962.516),32773.986630,np.float32(0.5858817),np.float64(-0.041991401663674786),6.278731e-01
np.float32(102962.52),32773.989117,np.float32(0.5795327),np.float64(-0.034184590439749474),6.137173e-01
np.float32(102962.53),32773.991603,np.float32(0.57314825),np.float64(-0.026375692764617594),5.995239e-01
np.float32(102962.54),32773.994090,np.float32(0.5667289),np.float64(-0.018565185253144705),5.852941e-01
np.float32(102962.55),32773.996577,np.float32(0.5602749),np.float64(-0.010753544618452456),5.710284e-01
np.float32(102962.555),32773.999064,np.float32(0.5537867),np.float64(-0.0029412476428225145),5.567279e-01
np.float32(102962.56),32774.001551,np.float32(0.5472647),np.float64(0.0048712288514037964),5.423935e-01
np.float32(102962.57),32774.004037,np.float32(0.5407093),np.float64(0.012683408030928257),5.280259e-01
np.float32(102962.58),32774.006524,np.float32(0.534121),np.float64(0.02049481308059921),5.136262e-01
np.float32(102962.586),32774.009011,np.float32(0.5275),np.float64(0.028304967232513883),4.991950e-01
np.float32(102962.59),32774.011498,np.float32(0.5208468),np.float64(0.036113393795117875),4.847334e-01
np.float32(102962.6),32774.013985,np.float32(0.5141618),np.float64(0.04391961618229991),4.702422e-01
np.float32(102962.61),32774.016471,np.float32(0.50744545),np.float64(0.05172315794248024),4.557223e-01
np.float32(102962.62),32774.018958,np.float32(0.50069815),np.float64(0.059523542787690745),4.411746e-01
np.float32(102962.625),32774.021445,np.float32(0.49392027),np.float64(0.06732029462264516),4.266000e-01
np.float32(102962.63),32774.023932,np.float32(0.48711225),np.float64(0.07511293757379742),4.119993e-01
np.float32(102962.64),32774.026419,np.float32(0.48027447),np.float64(0.08290099601838653),3.973735e-01
np.float32(102962.65),32774.028905,np.float32(0.47340742),np.float64(0.09068399461346618),3.827234e-01
np.float32(102962.66),32774.031392,np.float32(0.46651143),np.float64(0.09846145832491719),3.680500e-01
np.float32(102962.664),32774.033879,np.float32(0.459587),np.float64(0.10623291245644113),3.533541e-01
np.float32(102962.67),32774.036366,np.float32(0.4526345),np.float64(0.11399788267853338),3.386366e-01
np.float32(102962.68),32774.038853,np.float32(0.4456544),np.float64(0.1217558950574337),3.238985e-01
np.float32(102962.69),32774.041339,np.float32(0.43864706),np.float64(0.12950647608405275),3.091406e-01
np.float32(102962.695),32774.043826,np.float32(0.43161297),np.float64(0.13724915270287263),2.943638e-01
np.float32(102962.7),32774.046313,np.float32(0.42455253),np.float64(0.1449834523408198),2.795691e-01
np.float32(102962.71),32774.048800,np.float32(0.4174662),np.float64(0.15270890293610836),2.647573e-01
np.float32(102962.72),32774.051286,np.float32(0.41035438),np.float64(0.16042503296705246),2.499293e-01
np.float32(102962.73),32774.053773,np.float32(0.4032175),np.float64(0.16813137148084537),2.350861e-01
np.float32(102962.734),32774.056260,np.float32(0.396056),np.float64(0.17582744812230414),2.202285e-01
np.float32(102962.74),32774.058747,np.float32(0.38887036),np.float64(0.18351279316257765),2.053576e-01
np.float32(102962.75),32774.061234,np.float32(0.38166094),np.float64(0.19118693752781638),1.904740e-01
np.float32(102962.76),32774.063720,np.float32(0.37442827),np.float64(0.19884941282780225),1.755789e-01
np.float32(102962.766),32774.066207,np.float32(0.36717272),np.float64(0.2064997513845368),1.606730e-01
np.float32(102962.77),32774.068694,np.float32(0.35989478),np.float64(0.21413748626078585),1.457573e-01
np.float32(102962.78),32774.071181,np.float32(0.35259485),np.float64(0.22176215128857887),1.308327e-01
